timestamp_utc,vertical,doc_id,offset,cohesion,tp,fp,fn,tn,na,recall,precision,f1,passes_gates
2026-06-22T18:48:19.2991461+00:00,permitting,doc-001-condo-permit-with-gaps,0.00,0,0,0,0,5,0,1.000,1.000,1.000,1
2026-06-22T18:48:19.7433502+00:00,contract,doc-001-msa-with-gaps,0.00,0,0,0,0,5,0,1.000,1.000,1.000,1
2026-06-22T18:52:31.0190799+00:00,healthcare,summitcare-compliant,0.00,0,8,0,0,0,0,1.000,1.000,1.000,1
2026-06-22T18:52:32.1046100+00:00,fsi,doc-002-tpra-cloud,0.00,0,3,0,0,2,0,1.000,1.000,1.000,1
2026-06-22T18:52:32.7338809+00:00,gov-architecture,doc-003-fully-compliant,0.00,0,5,0,0,0,0,1.000,1.000,1.000,1
2026-06-22T18:52:33.2764751+00:00,oil-gas,doc-002-clean-pipeline-program,0.00,0,5,0,0,0,0,1.000,1.000,1.000,1
2026-06-22T18:52:34.3693815+00:00,privacy-gdpr,novacrm-compliant,0.00,0,6,0,0,0,0,1.000,1.000,1.000,1
2026-06-22T18:52:34.8997298+00:00,oil-gas,doc-001-pipeline-ops-manual-with-gaps,0.00,0,1,0,0,3,1,1.000,1.000,1.000,1
2026-06-22T18:52:35.9573501+00:00,privacy-law25,novacrm-compliant,0.00,0,5,0,0,1,0,1.000,1.000,1.000,1
2026-06-22T18:52:36.8541477+00:00,privacy-law25,dataflow-gaps,0.00,0,0,0,0,6,0,1.000,1.000,1.000,1
2026-06-22T18:52:37.6711190+00:00,privacy-gdpr,dataflow-gaps,0.00,0,0,0,0,6,0,1.000,1.000,1.000,1
2026-06-22T18:52:38.8456131+00:00,healthcare,acme-telehealth-gaps,0.00,0,0,0,0,8,0,1.000,1.000,1.000,1
2026-06-22T18:52:39.6391152+00:00,fsi,doc-001-vendor-msa-with-gaps,0.00,0,0,0,0,5,0,1.000,1.000,1.000,1
2026-06-22T18:52:40.2937692+00:00,permitting,doc-002-warehouse-clean,0.00,0,5,0,0,0,0,1.000,1.000,1.000,1
2026-06-22T18:52:40.8993344+00:00,contract,doc-002-clean-msa,0.00,0,5,0,0,0,0,1.000,1.000,1.000,1
2026-06-22T18:52:41.4635174+00:00,gov-architecture,doc-002-iaas-partial-compliance,0.00,0,3,0,0,2,0,1.000,1.000,1.000,1
2026-06-22T18:52:41.9356304+00:00,gov-architecture,doc-001-protb-saas-with-gaps,0.00,0,0,0,0,5,0,1.000,1.000,1.000,1
2026-06-22T18:52:42.6886313+00:00,permitting,doc-001-condo-permit-with-gaps,0.00,0,0,0,0,5,0,1.000,1.000,1.000,1
2026-06-22T18:52:43.3271729+00:00,contract,doc-001-msa-with-gaps,0.00,0,0,0,0,5,0,1.000,1.000,1.000,1
2026-06-22T19:17:04.7436672+00:00,healthcare,summitcare-compliant,0.00,0,8,0,0,0,0,1.000,1.000,1.000,1
2026-06-22T19:17:05.5928244+00:00,fsi,doc-002-tpra-cloud,0.00,0,3,0,0,2,0,1.000,1.000,1.000,1
2026-06-22T19:17:06.0837914+00:00,gov-architecture,doc-003-fully-compliant,0.00,0,5,0,0,0,0,1.000,1.000,1.000,1
2026-06-22T19:17:06.4609335+00:00,oil-gas,doc-002-clean-pipeline-program,0.00,0,5,0,0,0,0,1.000,1.000,1.000,1
2026-06-22T19:17:07.3090051+00:00,privacy-gdpr,novacrm-compliant,0.00,0,6,0,0,0,0,1.000,1.000,1.000,1
2026-06-22T19:17:07.6814704+00:00,oil-gas,doc-001-pipeline-ops-manual-with-gaps,0.00,0,1,0,0,3,1,1.000,1.000,1.000,1
2026-06-22T19:17:08.4763055+00:00,privacy-law25,novacrm-compliant,0.00,0,5,0,0,1,0,1.000,1.000,1.000,1
2026-06-22T19:17:09.1142868+00:00,privacy-law25,dataflow-gaps,0.00,0,0,0,0,6,0,1.000,1.000,1.000,1
2026-06-22T19:17:09.8079340+00:00,privacy-gdpr,dataflow-gaps,0.00,0,0,0,0,6,0,1.000,1.000,1.000,1
2026-06-22T19:17:10.6401991+00:00,healthcare,acme-telehealth-gaps,0.00,0,0,0,0,8,0,1.000,1.000,1.000,1
2026-06-22T19:17:11.2220517+00:00,fsi,doc-001-vendor-msa-with-gaps,0.00,0,0,0,0,5,0,1.000,1.000,1.000,1
2026-06-22T19:17:11.7429103+00:00,permitting,doc-002-warehouse-clean,0.00,0,5,0,0,0,0,1.000,1.000,1.000,1
2026-06-22T19:17:12.3193573+00:00,contract,doc-002-clean-msa,0.00,0,5,0,0,0,0,1.000,1.000,1.000,1
2026-06-22T19:17:12.7606375+00:00,gov-architecture,doc-002-iaas-partial-compliance,0.00,0,3,0,0,2,0,1.000,1.000,1.000,1
2026-06-22T19:17:13.1612535+00:00,gov-architecture,doc-001-protb-saas-with-gaps,0.00,0,0,0,0,5,0,1.000,1.000,1.000,1
2026-06-22T19:17:13.8032145+00:00,permitting,doc-001-condo-permit-with-gaps,0.00,0,0,0,0,5,0,1.000,1.000,1.000,1
2026-06-22T19:17:14.3590085+00:00,contract,doc-001-msa-with-gaps,0.00,0,0,0,0,5,0,1.000,1.000,1.000,1
2026-06-23T02:27:30.3491793+00:00,healthcare,summitcare-compliant,0.00,0,8,0,0,0,0,1.000,1.000,1.000,1
2026-06-23T02:27:31.1461974+00:00,fsi,doc-002-tpra-cloud,0.00,0,3,0,0,2,0,1.000,1.000,1.000,1
2026-06-23T02:27:31.6405981+00:00,gov-architecture,doc-003-fully-compliant,0.00,0,5,0,0,0,0,1.000,1.000,1.000,1
2026-06-23T02:27:32.0194338+00:00,oil-gas,doc-002-clean-pipeline-program,0.00,0,5,0,0,0,0,1.000,1.000,1.000,1
2026-06-23T02:27:32.8846506+00:00,privacy-gdpr,novacrm-compliant,0.00,0,6,0,0,0,0,1.000,1.000,1.000,1
2026-06-23T02:27:33.2886716+00:00,oil-gas,doc-001-pipeline-ops-manual-with-gaps,0.00,0,1,0,0,3,1,1.000,1.000,1.000,1
2026-06-23T02:27:34.0983394+00:00,privacy-law25,novacrm-compliant,0.00,0,5,0,0,1,0,1.000,1.000,1.000,1
2026-06-23T02:27:34.7531284+00:00,privacy-law25,dataflow-gaps,0.00,0,0,0,0,6,0,1.000,1.000,1.000,1
2026-06-23T02:27:35.3798885+00:00,privacy-gdpr,dataflow-gaps,0.00,0,0,0,0,6,0,1.000,1.000,1.000,1
2026-06-23T02:27:36.2935037+00:00,healthcare,acme-telehealth-gaps,0.00,0,0,0,0,8,0,1.000,1.000,1.000,1
2026-06-23T02:27:36.8984959+00:00,fsi,doc-001-vendor-msa-with-gaps,0.00,0,0,0,0,5,0,1.000,1.000,1.000,1
2026-06-23T02:27:37.3989427+00:00,permitting,doc-002-warehouse-clean,0.00,0,5,0,0,0,0,1.000,1.000,1.000,1
2026-06-23T02:27:37.8764715+00:00,contract,doc-002-clean-msa,0.00,0,5,0,0,0,0,1.000,1.000,1.000,1
2026-06-23T02:27:38.2553906+00:00,gov-architecture,doc-002-iaas-partial-compliance,0.00,0,3,0,0,2,0,1.000,1.000,1.000,1
2026-06-23T02:27:38.5966642+00:00,gov-architecture,doc-001-protb-saas-with-gaps,0.00,0,0,0,0,5,0,1.000,1.000,1.000,1
2026-06-23T02:27:39.1238427+00:00,permitting,doc-001-condo-permit-with-gaps,0.00,0,0,0,0,5,0,1.000,1.000,1.000,1
2026-06-23T02:27:39.6164628+00:00,contract,doc-001-msa-with-gaps,0.00,0,0,0,0,5,0,1.000,1.000,1.000,1
